workerid,proliferate.condition,answer_of_comprehension,block_sequence,choosed_choice,comprehension_response,experiment_condition,first_response_value,group,item_condition,item_group,item_number,item_type,rating,rating_response,response_correctness,trial_sequence_total,wrong_attempts,error
269,default,,12,1,0,CNPC,,,FILL,GAP,25,,,0.28,Correct,35,,
269,default,,12,3,3,CNPC,,,UG,GAP,37,,,0,Don't know,36,,
226,default,b,practice,,,,,GAP,,,practice_good,practice_good,1,,,0,0,
226,default,d,practice,,,,a,GAP,,,practice_good,practice_good,0.01,,,0,1,
226,default,,1,3,3,WH,,,UG,GAP,48,,,0,Don't know,1,,
226,default,,1,2,0,WH,,,WH,GAP,24,,,0.69,Correct,2,,
226,default,,1,1,0,WH,,,FILL,GAP,36,,,0.95,Correct,3,,
226,default,,2,2,0,WH,,,FILL,GAP,35,,,0.96,Correct,4,,
226,default,,2,0,0,WH,,,WH,GAP,23,,,0.9,Correct,5,,
226,default,,2,3,3,WH,,,UG,GAP,47,,,0.12,Don't know,6,,
226,default,,3,1,0,WH,,,FILL,GAP,34,,,0.95,Correct,7,,
226,default,,3,3,3,WH,,,UG,GAP,46,,,0.02,Don't know,8,,
226,default,,3,1,0,WH,,,WH,GAP,22,,,0.17,Correct,9,,
226,default,,4,0,0,WH,,,WH,GAP,21,,,0.95,Correct,10,,
226,default,,4,2,0,WH,,,FILL,GAP,33,,,0.83,Correct,11,,
226,default,,4,3,3,WH,,,UG,GAP,45,,,0,Don't know,12,,
226,default,,5,0,0,WH,,,WH,GAP,20,,,0.57,Correct,13,,
226,default,,5,0,0,WH,,,FILL,GAP,32,,,0.91,Correct,14,,
226,default,,5,3,3,WH,,,UG,GAP,44,,,0,Don't know,15,,
226,default,,6,2,0,WH,,,FILL,GAP,31,,,0.89,Correct,16,,
226,default,,6,3,3,WH,,,UG,GAP,43,,,0.05,Don't know,17,,
226,default,,6,0,0,WH,,,WH,GAP,19,,,0.86,Correct,18,,
226,default,,7,3,3,WH,,,UG,GAP,42,,,0.02,Don't know,19,,
226,default,,7,1,0,WH,,,FILL,GAP,30,,,0.97,Correct,20,,
226,default,,7,1,0,WH,,,WH,GAP,18,,,0.86,Correct,21,,
226,default,,8,2,0,WH,,,WH,GAP,17,,,0.9,Correct,22,,
226,default,,8,1,0,WH,,,FILL,GAP,29,,,0.98,Correct,23,,
226,default,,8,3,3,WH,,,UG,GAP,41,,,0,Don't know,24,,
226,default,,9,3,3,WH,,,UG,GAP,40,,,0.08,Don't know,25,,
226,default,,9,1,0,WH,,,FILL,GAP,28,,,0.91,Correct,26,,
226,default,,9,2,0,WH,,,WH,GAP,16,,,0.88,Correct,27,,
226,default,,10,1,0,WH,,,WH,GAP,15,,,0.88,Correct,28,,
226,default,,10,3,3,WH,,,UG,GAP,39,,,0,Don't know,29,,
226,default,,10,2,0,WH,,,FILL,GAP,27,,,0.95,Correct,30,,
226,default,,11,1,0,WH,,,FILL,GAP,26,,,0.97,Correct,31,,
226,default,,11,0,0,WH,,,WH,GAP,14,,,0.97,Correct,32,,
226,default,,11,1,0,WH,,,UG,GAP,38,,,0.37,Correct,33,,
226,default,,12,3,3,WH,,,UG,GAP,37,,,0.23,Don't know,34,,
226,default,,12,0,0,WH,,,WH,GAP,13,,,0.81,Correct,35,,
226,default,,12,0,0,WH,,,FILL,GAP,25,,,0.9,Correct,36,,
297,default,b,practice,,,,a,RP,,,practice_good,practice_good,1,,,0,1,
297,default,d,practice,,,,b,RP,,,practice_good,practice_good,0,,,0,3,
297,default,,1,3,3,CNPC,,,UG,RP,48,,,0,Don't know,1,,
297,default,,1,0,0,CNPC,,,CNPC,RP,12,,,0.32,Correct,2,,
297,default,,1,0,0,CNPC,,,FILL,RP,36,,,0.99,Correct,3,,
297,default,,2,3,3,CNPC,,,UG,RP,47,,,0,Don't know,4,,
297,default,,2,1,0,CNPC,,,FILL,RP,35,,,1,Correct,5,,
297,default,,2,0,2,CNPC,,,CNPC,RP,11,,,0.62,Incorrect,6,,
297,default,,3,1,0,CNPC,,,FILL,RP,34,,,0.99,Correct,7,,
297,default,,3,3,3,CNPC,,,UG,RP,46,,,0.01,Don't know,8,,
297,default,,3,1,0,CNPC,,,CNPC,RP,10,,,0.52,Correct,9,,
297,default,,4,1,0,CNPC,,,FILL,RP,33,,,1,Correct,10,,
297,default,,4,3,3,CNPC,,,UG,RP,45,,,0,Don't know,11,,
297,default,,4,2,0,CNPC,,,CNPC,RP,9,,,0.65,Correct,12,,
297,default,,5,0,0,CNPC,,,FILL,RP,32,,,0.99,Correct,13,,
297,default,,5,3,3,CNPC,,,UG,RP,44,,,0,Don't know,14,,
297,default,,5,0,1,CNPC,,,CNPC,RP,8,,,0.99,Incorrect,15,,
297,default,,6,3,3,CNPC,,,UG,RP,43,,,0,Don't know,16,,
297,default,,6,0,1,CNPC,,,CNPC,RP,7,,,0.58,Incorrect,17,,
297,default,,6,0,0,CNPC,,,FILL,RP,31,,,0.99,Correct,18,,
297,default,,7,2,0,CNPC,,,CNPC,RP,6,,,0.78,Correct,19,,
297,default,,7,3,3,CNPC,,,UG,RP,42,,,0.02,Don't know,20,,
297,default,,7,0,0,CNPC,,,FILL,RP,30,,,0.99,Correct,21,,
297,default,,8,3,3,CNPC,,,UG,RP,41,,,0.01,Don't know,22,,
297,default,,8,1,0,CNPC,,,CNPC,RP,5,,,0.9,Correct,23,,
297,default,,8,2,0,CNPC,,,FILL,RP,29,,,0.99,Correct,24,,
297,default,,9,1,0,CNPC,,,FILL,RP,28,,,0.99,Correct,25,,
297,default,,9,3,3,CNPC,,,UG,RP,40,,,0.01,Don't know,26,,
297,default,,9,1,0,CNPC,,,CNPC,RP,4,,,0.6,Correct,27,,
297,default,,10,2,0,CNPC,,,FILL,RP,27,,,0.99,Correct,28,,
297,default,,10,0,0,CNPC,,,CNPC,RP,3,,,0.61,Correct,29,,
297,default,,10,3,3,CNPC,,,UG,RP,39,,,0.01,Don't know,30,,
297,default,,11,0,0,CNPC,,,FILL,RP,26,,,0.98,Correct,31,,
297,default,,11,3,3,CNPC,,,UG,RP,38,,,0.01,Don't know,32,,
297,default,,11,0,0,CNPC,,,CNPC,RP,2,,,0.99,Correct,33,,
297,default,,12,0,0,CNPC,,,FILL,RP,25,,,0.99,Correct,34,,
297,default,,12,1,0,CNPC,,,CNPC,RP,1,,,0.93,Correct,35,,
297,default,,12,3,3,CNPC,,,UG,RP,37,,,0.01,Don't know,36,,
250,default,b,practice,,,,,RP,,,practice_good,practice_good,1,,,0,0,
250,default,d,practice,,,,c,RP,,,practice_good,practice_good,0.11,,,0,4,
250,default,,1,3,3,CNPC,,,UG,RP,48,,,0.01,Don't know,1,,
250,default,,1,2,0,CNPC,,,FILL,RP,36,,,0.71,Correct,2,,
250,default,,1,0,1,CNPC,,,CNPC,RP,12,,,0.6,Incorrect,3,,
250,default,,2,3,3,CNPC,,,UG,RP,47,,,0.23,Don't know,4,,
250,default,,2,1,0,CNPC,,,FILL,RP,35,,,0.58,Correct,5,,
250,default,,2,1,2,CNPC,,,CNPC,RP,11,,,0.31,Incorrect,6,,
250,default,,3,0,0,CNPC,,,FILL,RP,34,,,0.69,Correct,7,,
250,default,,3,3,3,CNPC,,,UG,RP,46,,,0.05,Don't know,8,,
250,default,,3,0,2,CNPC,,,CNPC,RP,10,,,0.27,Incorrect,9,,
250,default,,4,1,0,CNPC,,,CNPC,RP,9,,,0.26,Correct,10,,
250,default,,4,3,3,CNPC,,,UG,RP,45,,,0,Don't know,11,,
250,default,,4,2,0,CNPC,,,FILL,RP,33,,,0.83,Correct,12,,
250,default,,5,3,3,CNPC,,,UG,RP,44,,,0,Don't know,13,,
250,default,,5,0,1,CNPC,,,CNPC,RP,8,,,0.51,Incorrect,14,,
250,default,,5,2,0,CNPC,,,FILL,RP,32,,,1,Correct,15,,
250,default,,6,2,0,CNPC,,,FILL,RP,31,,,1,Correct,16,,
250,default,,6,3,3,CNPC,,,CNPC,RP,7,,,0.14,Don't know,17,,
250,default,,6,3,3,CNPC,,,UG,RP,43,,,0,Don't know,18,,
250,default,,7,2,0,CNPC,,,CNPC,RP,6,,,0.61,Correct,19,,
250,default,,7,1,0,CNPC,,,FILL,RP,30,,,1,Correct,20,,
250,default,,7,3,3,CNPC,,,UG,RP,42,,,0.01,Don't know,21,,
250,default,,8,1,1,CNPC,,,FILL,RP,29,,,1,Incorrect,22,,
250,default,,8,3,3,CNPC,,,UG,RP,41,,,0,Don't know,23,,
250,default,,8,2,0,CNPC,,,CNPC,RP,5,,,1,Correct,24,,
250,default,,9,2,0,CNPC,,,CNPC,RP,4,,,0.58,Correct,25,,
250,default,,9,1,0,CNPC,,,FILL,RP,28,,,0.35,Correct,26,,
250,default,,9,3,3,CNPC,,,UG,RP,40,,,0,Don't know,27,,
250,default,,10,0,0,CNPC,,,FILL,RP,27,,,0.49,Correct,28,,
250,default,,10,2,0,CNPC,,,CNPC,RP,3,,,0.64,Correct,29,,
250,default,,10,3,3,CNPC,,,UG,RP,39,,,0,Don't know,30,,
250,default,,11,1,0,CNPC,,,FILL,RP,26,,,1,Correct,31,,
250,default,,11,3,3,CNPC,,,CNPC,RP,2,,,0.11,Don't know,32,,
250,default,,11,0,0,CNPC,,,UG,RP,38,,,0.34,Correct,33,,
250,default,,12,3,3,CNPC,,,UG,RP,37,,,0.05,Don't know,34,,
250,default,,12,1,0,CNPC,,,CNPC,RP,1,,,0.58,Correct,35,,
250,default,,12,0,0,CNPC,,,FILL,RP,25,,,0.62,Correct,36,,
44,default,b,practice,,,,,GAP,,,practice_good,practice_good,1,,,0,0,
44,default,d,practice,,,,c,GAP,,,practice_good,practice_good,0,,,0,3,
44,default,,1,1,2,CNPC,,,CNPC,GAP,12,,,0.15,Incorrect,1,,
44,default,,1,2,0,CNPC,,,FILL,GAP,36,,,1,Correct,2,,
44,default,,1,3,3,CNPC,,,UG,GAP,48,,,0,Don't know,3,,
44,default,,2,1,2,CNPC,,,CNPC,GAP,11,,,0.34,Incorrect,4,,
44,default,,2,3,3,CNPC,,,UG,GAP,47,,,0,Don't know,5,,
44,default,,2,2,0,CNPC,,,FILL,GAP,35,,,1,Correct,6,,
44,default,,3,2,0,CNPC,,,FILL,GAP,34,,,1,Correct,7,,
44,default,,3,3,3,CNPC,,,UG,GAP,46,,,0,Don't know,8,,
44,default,,3,1,0,CNPC,,,CNPC,GAP,10,,,0.75,Correct,9,,
44,default,,4,0,0,CNPC,,,FILL,GAP,33,,,0.99,Correct,10,,
44,default,,4,1,0,CNPC,,,CNPC,GAP,9,,,0.73,Correct,11,,
44,default,,4,3,3,CNPC,,,UG,GAP,45,,,0,Don't know,12,,
44,default,,5,3,3,CNPC,,,UG,GAP,44,,,0,Don't know,13,,
44,default,,5,1,0,CNPC,,,CNPC,GAP,8,,,0.92,Correct,14,,
44,default,,5,0,0,CNPC,,,FILL,GAP,32,,,1,Correct,15,,
44,default,,6,3,3,CNPC,,,UG,GAP,43,,,0,Don't know,16,,
44,default,,6,2,0,CNPC,,,CNPC,GAP,7,,,0.63,Correct,17,,
44,default,,6,1,0,CNPC,,,FILL,GAP,31,,,1,Correct,18,,
44,default,,7,1,0,CNPC,,,FILL,GAP,30,,,1,Correct,19,,
44,default,,7,3,3,CNPC,,,UG,GAP,42,,,0,Don't know,20,,
44,default,,7,2,0,CNPC,,,CNPC,GAP,6,,,0.64,Correct,21,,
44,default,,8,3,3,CNPC,,,UG,GAP,41,,,0,Don't know,22,,
44,default,,8,1,0,CNPC,,,CNPC,GAP,5,,,0.75,Correct,23,,
44,default,,8,2,0,CNPC,,,FILL,GAP,29,,,1,Correct,24,,
44,default,,9,3,3,CNPC,,,UG,GAP,40,,,0,Don't know,25,,
44,default,,9,0,0,CNPC,,,CNPC,GAP,4,,,0.75,Correct,26,,
44,default,,9,0,0,CNPC,,,FILL,GAP,28,,,0.78,Correct,27,,
44,default,,10,1,0,CNPC,,,FILL,GAP,27,,,1,Correct,28,,
44,default,,10,3,3,CNPC,,,UG,GAP,39,,,0,Don't know,29,,
44,default,,10,0,0,CNPC,,,CNPC,GAP,3,,,0.92,Correct,30,,
44,default,,11,3,3,CNPC,,,UG,GAP,38,,,0.13,Don't know,31,,
44,default,,11,1,0,CNPC,,,CNPC,GAP,2,,,0.93,Correct,32,,
44,default,,11,2,0,CNPC,,,FILL,GAP,26,,,0.97,Correct,33,,
44,default,,12,0,0,CNPC,,,CNPC,GAP,1,,,0.94,Correct,34,,
44,default,,12,3,3,CNPC,,,UG,GAP,37,,,0,Don't know,35,,
44,default,,12,0,0,CNPC,,,FILL,GAP,25,,,1,Correct,36,,
525,default,b,practice,,,,,RP,,,practice_good,practice_good,0.83,,,0,0,
525,default,d,practice,,,,c,RP,,,practice_good,practice_good,0.08,,,0,4,
525,default,,1,0,0,WH,,,WH,RP,24,,,0.84,Correct,1,,
525,default,,1,3,3,WH,,,UG,RP,48,,,0.03,Don't know,2,,
525,default,,1,1,0,WH,,,FILL,RP,36,,,0.55,Correct,3,,
525,default,,2,2,1,WH,,,WH,RP,23,,,0.76,Incorrect,4,,
525,default,,2,3,3,WH,,,UG,RP,47,,,0.03,Don't know,5,,
525,default,,2,2,0,WH,,,FILL,RP,35,,,0.88,Correct,6,,
525,default,,3,2,0,WH,,,FILL,RP,34,,,1,Correct,7,,
525,default,,3,1,0,WH,,,WH,RP,22,,,0.99,Correct,8,,
525,default,,3,3,3,WH,,,UG,RP,46,,,0.04,Don't know,9,,
525,default,,4,0,0,WH,,,FILL,RP,33,,,0.72,Correct,10,,
525,default,,4,3,3,WH,,,UG,RP,45,,,0.09,Don't know,11,,
525,default,,4,0,1,WH,,,WH,RP,21,,,0.68,Incorrect,12,,
525,default,,5,2,0,WH,,,FILL,RP,32,,,0.67,Correct,13,,
525,default,,5,1,2,WH,,,WH,RP,20,,,0.94,Incorrect,14,,
525,default,,5,3,3,WH,,,UG,RP,44,,,0.09,Don't know,15,,
525,default,,6,1,0,WH,,,FILL,RP,31,,,0.97,Correct,16,,
525,default,,6,1,0,WH,,,WH,RP,19,,,0.52,Correct,17,,
525,default,,6,3,3,WH,,,UG,RP,43,,,0,Don't know,18,,
525,default,,7,1,0,WH,,,WH,RP,18,,,0.79,Correct,19,,
525,default,,7,3,3,WH,,,UG,RP,42,,,0.06,Don't know,20,,
525,default,,7,2,0,WH,,,FILL,RP,30,,,0.77,Correct,21,,
525,default,,8,0,1,WH,,,UG,RP,41,,,0.73,Incorrect,22,,
525,default,,8,0,0,WH,,,FILL,RP,29,,,0.93,Correct,23,,
525,default,,8,1,0,WH,,,WH,RP,17,,,0.66,Correct,24,,
525,default,,9,1,0,WH,,,FILL,RP,28,,,0.39,Correct,25,,
525,default,,9,3,3,WH,,,UG,RP,40,,,0,Don't know,26,,
525,default,,9,0,2,WH,,,WH,RP,16,,,0.51,Incorrect,27,,
525,default,,10,3,3,WH,,,UG,RP,39,,,0,Don't know,28,,
525,default,,10,1,0,WH,,,FILL,RP,27,,,0.29,Correct,29,,
525,default,,10,2,1,WH,,,WH,RP,15,,,0.69,Incorrect,30,,
525,default,,11,1,0,WH,,,WH,RP,14,,,0.93,Correct,31,,
525,default,,11,3,3,WH,,,UG,RP,38,,,0,Don't know,32,,
525,default,,11,1,0,WH,,,FILL,RP,26,,,0.65,Correct,33,,
525,default,,12,3,3,WH,,,UG,RP,37,,,0.02,Don't know,34,,
525,default,,12,0,0,WH,,,WH,RP,13,,,0.73,Correct,35,,
525,default,,12,0,0,WH,,,FILL,RP,25,,,0.33,Correct,36,,
393,default,b,practice,,,,,RP,,,practice_good,practice_good,0.69,,,0,0,
393,default,d,practice,,,,c,RP,,,practice_good,practice_good,0.18,,,0,3,
393,default,,1,3,3,WH,,,UG,RP,48,,,0.04,Don't know,1,,
393,default,,1,0,1,WH,,,FILL,RP,36,,,0.6,Incorrect,2,,
393,default,,1,1,0,WH,,,WH,RP,24,,,0.46,Correct,3,,
393,default,,2,0,0,WH,,,UG,RP,47,,,0.34,Correct,4,,
393,default,,2,1,1,WH,,,WH,RP,23,,,0.59,Incorrect,5,,
393,default,,2,2,0,WH,,,FILL,RP,35,,,0.79,Correct,6,,
393,default,,3,2,0,WH,,,FILL,RP,34,,,0.77,Correct,7,,
393,default,,3,2,0,WH,,,WH,RP,22,,,0.47,Correct,8,,
393,default,,3,3,3,WH,,,UG,RP,46,,,0.15,Don't know,9,,
393,default,,4,3,3,WH,,,UG,RP,45,,,0.12,Don't know,10,,
393,default,,4,0,0,WH,,,WH,RP,21,,,0.82,Correct,11,,
393,default,,4,2,0,WH,,,FILL,RP,33,,,0.65,Correct,12,,
393,default,,5,2,0,WH,,,WH,RP,20,,,0.64,Correct,13,,
393,default,,5,3,3,WH,,,UG,RP,44,,,0.1,Don't know,14,,
393,default,,5,2,0,WH,,,FILL,RP,32,,,0.72,Correct,15,,
393,default,,6,3,3,WH,,,UG,RP,43,,,0.36,Don't know,16,,
393,default,,6,2,0,WH,,,FILL,RP,31,,,0.76,Correct,17,,
393,default,,6,0,0,WH,,,WH,RP,19,,,0.56,Correct,18,,
393,default,,7,3,3,WH,,,UG,RP,42,,,0.25,Don't know,19,,
393,default,,7,1,0,WH,,,WH,RP,18,,,0.56,Correct,20,,
393,default,,7,2,0,WH,,,FILL,RP,30,,,0.77,Correct,21,,
393,default,,8,0,0,WH,,,WH,RP,17,,,0.77,Correct,22,,
393,default,,8,2,0,WH,,,FILL,RP,29,,,0.87,Correct,23,,
393,default,,8,3,3,WH,,,UG,RP,41,,,0.16,Don't know,24,,
393,default,,9,1,0,WH,,,FILL,RP,28,,,0.8,Correct,25,,
393,default,,9,3,3,WH,,,UG,RP,40,,,0.13,Don't know,26,,
393,default,,9,2,2,WH,,,WH,RP,16,,,0.53,Incorrect,27,,
393,default,,10,0,0,WH,,,WH,RP,15,,,0.42,Correct,28,,
393,default,,10,3,3,WH,,,UG,RP,39,,,0.12,Don't know,29,,
393,default,,10,1,0,WH,,,FILL,RP,27,,,0.54,Correct,30,,
393,default,,11,2,0,WH,,,UG,RP,38,,,0.32,Correct,31,,
393,default,,11,1,0,WH,,,FILL,RP,26,,,0.81,Correct,32,,
393,default,,11,1,0,WH,,,WH,RP,14,,,0.45,Correct,33,,
393,default,,12,2,0,WH,,,WH,RP,13,,,0.74,Correct,34,,
393,default,,12,3,3,WH,,,UG,RP,37,,,0.15,Don't know,35,,
393,default,,12,2,0,WH,,,FILL,RP,25,,,0.84,Correct,36,,
135,default,b,practice,,,,,GAP,,,practice_good,practice_good,0.64,,,0,0,
135,default,d,practice,,,,b,GAP,,,practice_good,practice_good,0.01,,,0,1,
135,default,,1,2,1,CNPC,,,FILL,GAP,36,,,0.92,Incorrect,1,,
135,default,,1,3,3,CNPC,,,UG,GAP,48,,,0.03,Don't know,2,,
135,default,,1,1,0,CNPC,,,CNPC,GAP,12,,,0.3,Correct,3,,
135,default,,2,0,0,CNPC,,,UG,GAP,47,,,0.15,Correct,4,,
135,default,,2,0,0,CNPC,,,FILL,GAP,35,,,0.9,Correct,5,,
135,default,,2,0,2,CNPC,,,CNPC,GAP,11,,,0.35,Incorrect,6,,
135,default,,3,1,0,CNPC,,,CNPC,GAP,10,,,0.35,Correct,7,,
135,default,,3,3,3,CNPC,,,UG,GAP,46,,,0.11,Don't know,8,,
135,default,,3,0,0,CNPC,,,FILL,GAP,34,,,0.99,Correct,9,,
135,default,,4,2,0,CNPC,,,CNPC,GAP,9,,,0.55,Correct,10,,
135,default,,4,1,0,CNPC,,,FILL,GAP,33,,,0.96,Correct,11,,
135,default,,4,3,3,CNPC,,,UG,GAP,45,,,0.2,Don't know,12,,
135,default,,5,0,0,CNPC,,,CNPC,GAP,8,,,0.25,Correct,13,,
135,default,,5,3,3,CNPC,,,UG,GAP,44,,,0.14,Don't know,14,,
135,default,,5,1,0,CNPC,,,FILL,GAP,32,,,0.96,Correct,15,,
135,default,,6,2,0,CNPC,,,FILL,GAP,31,,,0.92,Correct,16,,
135,default,,6,0,0,CNPC,,,CNPC,GAP,7,,,0.35,Correct,17,,
135,default,,6,3,3,CNPC,,,UG,GAP,43,,,0.12,Don't know,18,,
135,default,,7,1,0,CNPC,,,FILL,GAP,30,,,0.97,Correct,19,,
135,default,,7,3,3,CNPC,,,UG,GAP,42,,,0.14,Don't know,20,,
135,default,,7,1,0,CNPC,,,CNPC,GAP,6,,,0.34,Correct,21,,
135,default,,8,2,0,CNPC,,,CNPC,GAP,5,,,0.49,Correct,22,,
135,default,,8,3,3,CNPC,,,UG,GAP,41,,,0.07,Don't know,23,,
135,default,,8,0,0,CNPC,,,FILL,GAP,29,,,0.69,Correct,24,,
135,default,,9,0,0,CNPC,,,CNPC,GAP,4,,,0.35,Correct,25,,
135,default,,9,0,0,CNPC,,,FILL,GAP,28,,,0.46,Correct,26,,
135,default,,9,3,3,CNPC,,,UG,GAP,40,,,0.02,Don't know,27,,
135,default,,10,3,3,CNPC,,,UG,GAP,39,,,0.3,Don't know,28,,
135,default,,10,1,0,CNPC,,,FILL,GAP,27,,,0.38,Correct,29,,
135,default,,10,0,0,CNPC,,,CNPC,GAP,3,,,0.69,Correct,30,,
135,default,,11,1,0,CNPC,,,UG,GAP,38,,,0.15,Correct,31,,
135,default,,11,1,0,CNPC,,,CNPC,GAP,2,,,0.36,Correct,32,,
135,default,,11,1,0,CNPC,,,FILL,GAP,26,,,0.77,Correct,33,,
135,default,,12,2,0,CNPC,,,FILL,GAP,25,,,0.68,Correct,34,,
135,default,,12,0,0,CNPC,,,CNPC,GAP,1,,,0.4,Correct,35,,
135,default,,12,3,3,CNPC,,,UG,GAP,37,,,0.09,Don't know,36,,
236,default,b,practice,,,,,RP,,,practice_good,practice_good,0.71,,,0,0,
236,default,d,practice,,,,b,RP,,,practice_good,practice_good,0.02,,,0,3,
236,default,,1,3,3,WH,,,UG,RP,48,,,0.03,Don't know,1,,
236,default,,1,1,0,WH,,,FILL,RP,36,,,0.88,Correct,2,,
236,default,,1,1,0,WH,,,WH,RP,24,,,0.27,Correct,3,,
236,default,,2,2,0,WH,,,FILL,RP,35,,,0.65,Correct,4,,
236,default,,2,3,3,WH,,,UG,RP,47,,,0,Don't know,5,,
236,default,,2,0,1,WH,,,WH,RP,23,,,0.5,Incorrect,6,,
236,default,,3,0,0,WH,,,WH,RP,22,,,0.64,Correct,7,,
236,default,,3,3,3,WH,,,UG,RP,46,,,0,Don't know,8,,
236,default,,3,1,0,WH,,,FILL,RP,34,,,0.89,Correct,9,,
236,default,,4,1,0,WH,,,FILL,RP,33,,,1,Correct,10,,
236,default,,4,1,0,WH,,,WH,RP,21,,,0.71,Correct,11,,
236,default,,4,3,3,WH,,,UG,RP,45,,,0,Don't know,12,,
236,default,,5,1,0,WH,,,WH,RP,20,,,0.45,Correct,13,,
236,default,,5,2,0,WH,,,FILL,RP,32,,,1,Correct,14,,
236,default,,5,3,3,WH,,,UG,RP,44,,,0.06,Don't know,15,,
236,default,,6,0,0,WH,,,WH,RP,19,,,0.74,Correct,16,,
236,default,,6,3,3,WH,,,UG,RP,43,,,0,Don't know,17,,
236,default,,6,0,0,WH,,,FILL,RP,31,,,0.91,Correct,18,,
236,default,,7,1,0,WH,,,WH,RP,18,,,0.63,Correct,19,,
236,default,,7,2,0,WH,,,FILL,RP,30,,,1,Correct,20,,
236,default,,7,3,3,WH,,,UG,RP,42,,,0,Don't know,21,,
236,default,,8,3,3,WH,,,UG,RP,41,,,0,Don't know,22,,
236,default,,8,2,0,WH,,,WH,RP,17,,,0.45,Correct,23,,
236,default,,8,1,0,WH,,,FILL,RP,29,,,0.66,Correct,24,,
236,default,,9,0,0,WH,,,FILL,RP,28,,,0.27,Correct,25,,
236,default,,9,3,3,WH,,,UG,RP,40,,,0,Don't know,26,,
236,default,,9,2,0,WH,,,WH,RP,16,,,0.22,Correct,27,,
236,default,,10,0,0,WH,,,WH,RP,15,,,0.13,Correct,28,,
236,default,,10,0,0,WH,,,FILL,RP,27,,,0.89,Correct,29,,
236,default,,10,3,3,WH,,,UG,RP,39,,,0,Don't know,30,,
236,default,,11,2,0,WH,,,WH,RP,14,,,0.51,Correct,31,,
236,default,,11,2,0,WH,,,FILL,RP,26,,,0.89,Correct,32,,
236,default,,11,0,0,WH,,,UG,RP,38,,,0.06,Correct,33,,
236,default,,12,1,0,WH,,,WH,RP,13,,,0.77,Correct,34,,
236,default,,12,0,0,WH,,,FILL,RP,25,,,0.91,Correct,35,,
236,default,,12,3,3,WH,,,UG,RP,37,,,0,Don't know,36,,
100,default,b,practice,,,,,RP,,,practice_good,practice_good,0.99,,,0,0,
100,default,d,practice,,,,c,RP,,,practice_good,practice_good,0.01,,,0,3,
100,default,,1,1,0,CNPC,,,FILL,RP,36,,,0.99,Correct,1,,
100,default,,1,0,1,CNPC,,,CNPC,RP,12,,,0.18,Incorrect,2,,
100,default,,1,3,3,CNPC,,,UG,RP,48,,,0.02,Don't know,3,,
100,default,,2,2,2,CNPC,,,CNPC,RP,11,,,0.21,Incorrect,4,,
100,default,,2,3,3,CNPC,,,UG,RP,47,,,0.01,Don't know,5,,
100,default,,2,0,0,CNPC,,,FILL,RP,35,,,0.99,Correct,6,,
100,default,,3,3,3,CNPC,,,UG,RP,46,,,0,Don't know,7,,
100,default,,3,0,2,CNPC,,,CNPC,RP,10,,,0.16,Incorrect,8,,
100,default,,3,2,0,CNPC,,,FILL,RP,34,,,0.99,Correct,9,,
100,default,,4,3,3,CNPC,,,UG,RP,45,,,0.01,Don't know,10,,
100,default,,4,2,0,CNPC,,,FILL,RP,33,,,0.99,Correct,11,,
100,default,,4,1,1,CNPC,,,CNPC,RP,9,,,0.19,Incorrect,12,,
100,default,,5,2,1,CNPC,,,CNPC,RP,8,,,0.14,Incorrect,13,,
100,default,,5,3,3,CNPC,,,UG,RP,44,,,0,Don't know,14,,
100,default,,5,2,0,CNPC,,,FILL,RP,32,,,0.98,Correct,15,,
100,default,,6,0,0,CNPC,,,CNPC,RP,7,,,0.15,Correct,16,,
100,default,,6,2,0,CNPC,,,FILL,RP,31,,,0.99,Correct,17,,
100,default,,6,3,3,CNPC,,,UG,RP,43,,,0.01,Don't know,18,,
100,default,,7,1,0,CNPC,,,FILL,RP,30,,,0.99,Correct,19,,
100,default,,7,1,0,CNPC,,,CNPC,RP,6,,,0.15,Correct,20,,
100,default,,7,3,3,CNPC,,,UG,RP,42,,,0.01,Don't know,21,,
100,default,,8,3,3,CNPC,,,UG,RP,41,,,0,Don't know,22,,
100,default,,8,0,0,CNPC,,,FILL,RP,29,,,0.99,Correct,23,,
100,default,,8,2,0,CNPC,,,CNPC,RP,5,,,0.13,Correct,24,,
100,default,,9,3,3,CNPC,,,UG,RP,40,,,0,Don't know,25,,
100,default,,9,1,1,CNPC,,,CNPC,RP,4,,,0.15,Incorrect,26,,
100,default,,9,1,0,CNPC,,,FILL,RP,28,,,0.23,Correct,27,,
100,default,,10,1,0,CNPC,,,FILL,RP,27,,,0.99,Correct,28,,
100,default,,10,3,3,CNPC,,,UG,RP,39,,,0,Don't know,29,,
100,default,,10,2,1,CNPC,,,CNPC,RP,3,,,0.12,Incorrect,30,,
100,default,,11,3,3,CNPC,,,UG,RP,38,,,0,Don't know,31,,
100,default,,11,2,0,CNPC,,,CNPC,RP,2,,,0.76,Correct,32,,
100,default,,11,0,0,CNPC,,,FILL,RP,26,,,1,Correct,33,,
100,default,,12,3,3,CNPC,,,UG,RP,37,,,0.01,Don't know,34,,
100,default,,12,1,0,CNPC,,,FILL,RP,25,,,0.99,Correct,35,,
100,default,,12,2,0,CNPC,,,CNPC,RP,1,,,0.15,Correct,36,,
414,default,b,practice,,,,,RP,,,practice_good,practice_good,0.9,,,0,0,
