workerid,proliferate.condition,answer_of_comprehension,attention_answer,attention_correctness,block_sequence,choosed_choice,comprehension_response,condition,context_attempts,context_response,first_response_value,item_context_condition,item_number,item_sentence_type,item_type,rating,rating_response,response_correctness,tested_context_condition,tested_sentence_type,trial_sequence_total,wrong_attempts,error
630,default,,2,Null,7,3,3,,,,,NC,122,UG,,,0,Don't know,NC,WH,21,,
630,default,,2,Null,8,2,0,,,,,NC,113,FILL,,,0.78,Correct,NC,WH,22,,
630,default,,0,correct,8,2,0,,,,,NC,5,WH,,,1,Correct,NC,WH,23,,
630,default,,2,Null,8,3,3,,,,,NC,121,UG,,,0,Don't know,NC,WH,24,,
937,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,0.79,,,,,0,0,
937,default,d,,,practice,,,SC,0,a,c,,practice_good,,practice_good,0.09,,,,,0,5,
937,default,,2,Null,1,2,1,,,,,SC,12,CNPC,,,0.09,Incorrect,SC,CNPC,1,,
937,default,,0,correct,1,1,0,,,,,SC,120,FILL,,,0.89,Correct,SC,CNPC,2,,
937,default,,0,correct,1,1,0,,,,,SC,128,UG,,,0,Correct,SC,CNPC,3,,
937,default,,2,Null,2,1,0,,,,,SC,11,CNPC,,,0.43,Correct,SC,CNPC,4,,
937,default,,2,Null,2,2,0,,,,,SC,119,FILL,,,0.85,Correct,SC,CNPC,5,,
937,default,,2,Null,2,2,0,,,,,SC,127,UG,,,0.24,Correct,SC,CNPC,6,,
937,default,,2,Null,3,0,2,,,,,SC,10,CNPC,,,0.7,Incorrect,SC,CNPC,7,,
937,default,,2,Null,3,3,3,,,,,SC,126,UG,,,0.03,Don't know,SC,CNPC,8,,
937,default,,2,Null,3,1,0,,,,,SC,118,FILL,,,0.92,Correct,SC,CNPC,9,,
937,default,,2,Null,4,3,3,,,,,SC,125,UG,,,0.02,Don't know,SC,CNPC,10,,
937,default,,2,Null,4,0,2,,,,,SC,9,CNPC,,,0.75,Incorrect,SC,CNPC,11,,
937,default,,1,correct,4,2,0,,,,,SC,117,FILL,,,0.57,Correct,SC,CNPC,12,,
937,default,,2,Null,5,2,0,,,,,SC,116,FILL,,,0.85,Correct,SC,CNPC,13,,
937,default,,2,Null,5,1,1,,,,,SC,8,CNPC,,,0.91,Incorrect,SC,CNPC,14,,
937,default,,2,Null,5,1,0,,,,,SC,124,UG,,,0.02,Correct,SC,CNPC,15,,
937,default,,2,Null,6,0,0,,,,,SC,115,FILL,,,0.37,Correct,SC,CNPC,16,,
937,default,,2,Null,6,2,0,,,,,SC,7,CNPC,,,0.81,Correct,SC,CNPC,17,,
937,default,,0,correct,6,0,2,,,,,SC,123,UG,,,0.19,Incorrect,SC,CNPC,18,,
937,default,,2,Null,7,2,0,,,,,SC,114,FILL,,,0.55,Correct,SC,CNPC,19,,
937,default,,2,Null,7,2,0,,,,,SC,122,UG,,,0.08,Correct,SC,CNPC,20,,
937,default,,1,correct,7,3,3,,,,,SC,6,CNPC,,,0.49,Don't know,SC,CNPC,21,,
937,default,,0,correct,8,2,0,,,,,SC,113,FILL,,,0.94,Correct,SC,CNPC,22,,
937,default,,2,Null,8,2,0,,,,,SC,121,UG,,,0.36,Correct,SC,CNPC,23,,
937,default,,2,Null,8,0,0,,,,,SC,5,CNPC,,,0.82,Correct,SC,CNPC,24,,
915,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,0.91,,,,,0,0,
915,default,d,,,practice,,,SC,0,a,,,practice_good,,practice_good,0,,,,,0,0,
915,default,,0,correct,1,0,0,,,,,SC,128,UG,,,0,Correct,SC,CNPC,1,,
915,default,,0,correct,1,0,0,,,,,SC,120,FILL,,,0.84,Correct,SC,CNPC,2,,
915,default,,2,Null,1,1,1,,,,,SC,12,CNPC,,,0,Incorrect,SC,CNPC,3,,
915,default,,2,Null,2,2,0,,,,,SC,127,UG,,,0,Correct,SC,CNPC,4,,
915,default,,2,Null,2,2,2,,,,,SC,11,CNPC,,,0.39,Incorrect,SC,CNPC,5,,
915,default,,2,Null,2,0,0,,,,,SC,119,FILL,,,0.59,Correct,SC,CNPC,6,,
915,default,,2,Null,3,0,0,,,,,SC,118,FILL,,,0.61,Correct,SC,CNPC,7,,
915,default,,2,Null,3,0,0,,,,,SC,10,CNPC,,,0.11,Correct,SC,CNPC,8,,
915,default,,2,Null,3,3,3,,,,,SC,126,UG,,,0,Don't know,SC,CNPC,9,,
915,default,,2,Null,4,1,0,,,,,SC,117,FILL,,,0.41,Correct,SC,CNPC,10,,
915,default,,2,Null,4,3,3,,,,,SC,9,CNPC,,,0.12,Don't know,SC,CNPC,11,,
915,default,,2,Null,4,3,3,,,,,SC,125,UG,,,0,Don't know,SC,CNPC,12,,
915,default,,2,Null,5,1,0,,,,,SC,124,UG,,,0.1,Correct,SC,CNPC,13,,
915,default,,2,Null,5,2,0,,,,,SC,116,FILL,,,0.57,Correct,SC,CNPC,14,,
915,default,,2,Null,5,0,1,,,,,SC,8,CNPC,,,0.29,Incorrect,SC,CNPC,15,,
915,default,,0,correct,6,1,0,,,,,SC,123,UG,,,0,Correct,SC,CNPC,16,,
915,default,,2,Null,6,0,0,,,,,SC,115,FILL,,,0.64,Correct,SC,CNPC,17,,
915,default,,1,correct,6,1,0,,,,,SC,7,CNPC,,,0.27,Correct,SC,CNPC,18,,
915,default,,2,Null,7,0,0,,,,,SC,114,FILL,,,0.53,Correct,SC,CNPC,19,,
915,default,,2,Null,7,0,0,,,,,SC,122,UG,,,0.17,Correct,SC,CNPC,20,,
915,default,,2,Null,7,3,3,,,,,SC,6,CNPC,,,0.22,Don't know,SC,CNPC,21,,
915,default,,1,correct,8,1,0,,,,,SC,121,UG,,,0.21,Correct,SC,CNPC,22,,
915,default,,2,Null,8,2,0,,,,,SC,113,FILL,,,0.58,Correct,SC,CNPC,23,,
915,default,,0,correct,8,2,0,,,,,SC,5,CNPC,,,0.65,Correct,SC,CNPC,24,,
971,default,b,,,practice,,,NC,,,a,,practice_good,,practice_good,1,,,,,0,1,
971,default,d,,,practice,,,NC,0,a,,,practice_good,,practice_good,0,,,,,0,0,
971,default,,0,correct,1,2,1,,,,,NC,12,WH,,,0.16,Incorrect,NC,WH,1,,
971,default,,0,correct,1,2,0,,,,,NC,120,FILL,,,0.94,Correct,NC,WH,2,,
971,default,,0,correct,1,3,3,,,,,NC,128,UG,,,0,Don't know,NC,WH,3,,
971,default,,0,correct,2,1,0,,,,,NC,11,WH,,,0.73,Correct,NC,WH,4,,
971,default,,2,Null,2,0,0,,,,,NC,119,FILL,,,0.85,Correct,NC,WH,5,,
971,default,,0,correct,2,2,0,,,,,NC,127,UG,,,0,Correct,NC,WH,6,,
971,default,,1,correct,3,3,3,,,,,NC,126,UG,,,0,Don't know,NC,WH,7,,
971,default,,2,Null,3,1,0,,,,,NC,118,FILL,,,0.96,Correct,NC,WH,8,,
971,default,,2,Null,3,2,0,,,,,NC,10,WH,,,0.83,Correct,NC,WH,9,,
971,default,,2,Null,4,1,0,,,,,NC,117,FILL,,,0.77,Correct,NC,WH,10,,
971,default,,2,Null,4,1,0,,,,,NC,9,WH,,,0.88,Correct,NC,WH,11,,
971,default,,2,Null,4,3,3,,,,,NC,125,UG,,,0,Don't know,NC,WH,12,,
971,default,,2,Null,5,0,0,,,,,NC,8,WH,,,0.93,Correct,NC,WH,13,,
971,default,,2,Null,5,3,3,,,,,NC,124,UG,,,0,Don't know,NC,WH,14,,
971,default,,2,Null,5,1,0,,,,,NC,116,FILL,,,0.51,Correct,NC,WH,15,,
971,default,,2,Null,6,3,3,,,,,NC,123,UG,,,0.08,Don't know,NC,WH,16,,
971,default,,2,Null,6,1,0,,,,,NC,7,WH,,,0.97,Correct,NC,WH,17,,
971,default,,2,Null,6,1,0,,,,,NC,115,FILL,,,0.93,Correct,NC,WH,18,,
971,default,,2,Null,7,0,0,,,,,NC,114,FILL,,,1,Correct,NC,WH,19,,
971,default,,2,Null,7,0,0,,,,,NC,122,UG,,,0,Correct,NC,WH,20,,
971,default,,2,Null,7,3,3,,,,,NC,6,WH,,,0.87,Don't know,NC,WH,21,,
971,default,,2,Null,8,3,3,,,,,NC,121,UG,,,0,Don't know,NC,WH,22,,
971,default,,2,Null,8,0,0,,,,,NC,5,WH,,,1,Correct,NC,WH,23,,
971,default,,2,Null,8,2,0,,,,,NC,113,FILL,,,0.92,Correct,NC,WH,24,,
872,default,b,,,practice,,,NC,,,,,practice_good,,practice_good,1,,,,,0,0,
872,default,d,,,practice,,,NC,0,a,b,,practice_good,,practice_good,0,,,,,0,2,
872,default,,2,Null,1,1,0,,,,,NC,120,FILL,,,0.88,Correct,NC,WH,1,,
872,default,,2,Null,1,0,1,,,,,NC,12,WH,,,0.57,Incorrect,NC,WH,2,,
872,default,,2,Null,1,3,3,,,,,NC,128,UG,,,0,Don't know,NC,WH,3,,
872,default,,2,Null,2,1,0,,,,,NC,119,FILL,,,0.79,Correct,NC,WH,4,,
872,default,,2,Null,2,0,0,,,,,NC,127,UG,,,0,Correct,NC,WH,5,,
872,default,,0,correct,2,0,0,,,,,NC,11,WH,,,0.57,Correct,NC,WH,6,,
872,default,,0,correct,3,0,0,,,,,NC,118,FILL,,,0.7,Correct,NC,WH,7,,
872,default,,2,Null,3,3,3,,,,,NC,126,UG,,,0,Don't know,NC,WH,8,,
872,default,,0,correct,3,1,1,,,,,NC,10,WH,,,0.39,Incorrect,NC,WH,9,,
872,default,,2,Null,4,3,3,,,,,NC,117,FILL,,,0.22,Don't know,NC,WH,10,,
872,default,,0,correct,4,3,3,,,,,NC,125,UG,,,0,Don't know,NC,WH,11,,
872,default,,2,Null,4,2,1,,,,,NC,9,WH,,,0.51,Incorrect,NC,WH,12,,
872,default,,2,Null,5,0,0,,,,,NC,116,FILL,,,0.61,Correct,NC,WH,13,,
872,default,,2,Null,5,3,3,,,,,NC,124,UG,,,0,Don't know,NC,WH,14,,
872,default,,2,Null,5,2,0,,,,,NC,8,WH,,,0.4,Correct,NC,WH,15,,
872,default,,2,Null,6,3,3,,,,,NC,115,FILL,,,0,Don't know,NC,WH,16,,
872,default,,2,Null,6,3,3,,,,,NC,7,WH,,,0.49,Don't know,NC,WH,17,,
872,default,,2,Null,6,3,3,,,,,NC,123,UG,,,0,Don't know,NC,WH,18,,
872,default,,2,Null,7,0,0,,,,,NC,114,FILL,,,0.59,Correct,NC,WH,19,,
872,default,,2,Null,7,3,3,,,,,NC,6,WH,,,0.48,Don't know,NC,WH,20,,
872,default,,2,Null,7,3,3,,,,,NC,122,UG,,,0,Don't know,NC,WH,21,,
872,default,,2,Null,8,2,0,,,,,NC,113,FILL,,,0.73,Correct,NC,WH,22,,
872,default,,0,correct,8,2,0,,,,,NC,5,WH,,,0.36,Correct,NC,WH,23,,
872,default,,1,correct,8,3,3,,,,,NC,121,UG,,,0,Don't know,NC,WH,24,,
892,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,0.83,,,,,0,0,
892,default,d,,,practice,,,SC,0,a,c,,practice_good,,practice_good,0,,,,,0,3,
892,default,,2,Null,1,1,0,,,,,SC,12,WH,,,0.17,Correct,SC,WH,1,,
892,default,,2,Null,1,1,0,,,,,SC,120,FILL,,,0.91,Correct,SC,WH,2,,
892,default,,2,Null,1,0,0,,,,,SC,128,UG,,,0.03,Correct,SC,WH,3,,
892,default,,0,correct,2,0,0,,,,,SC,11,WH,,,0.69,Correct,SC,WH,4,,
892,default,,2,Null,2,0,0,,,,,SC,119,FILL,,,0.78,Correct,SC,WH,5,,
892,default,,2,Null,2,0,0,,,,,SC,127,UG,,,0.02,Correct,SC,WH,6,,
892,default,,2,Null,3,3,3,,,,,SC,126,UG,,,0.01,Don't know,SC,WH,7,,
892,default,,0,correct,3,0,0,,,,,SC,10,WH,,,0.82,Correct,SC,WH,8,,
892,default,,2,Null,3,2,0,,,,,SC,118,FILL,,,1,Correct,SC,WH,9,,
892,default,,0,correct,4,2,1,,,,,SC,9,WH,,,0.89,Incorrect,SC,WH,10,,
892,default,,2,Null,4,3,3,,,,,SC,125,UG,,,0,Don't know,SC,WH,11,,
892,default,,1,correct,4,1,0,,,,,SC,117,FILL,,,0.99,Correct,SC,WH,12,,
892,default,,2,Null,5,1,0,,,,,SC,8,WH,,,0.96,Correct,SC,WH,13,,
892,default,,0,correct,5,3,3,,,,,SC,124,UG,,,0.01,Don't know,SC,WH,14,,
892,default,,2,Null,5,0,0,,,,,SC,116,FILL,,,0.82,Correct,SC,WH,15,,
892,default,,2,Null,6,1,0,,,,,SC,115,FILL,,,0.9,Correct,SC,WH,16,,
892,default,,2,Null,6,2,1,,,,,SC,7,WH,,,0.95,Incorrect,SC,WH,17,,
892,default,,2,Null,6,3,3,,,,,SC,123,UG,,,0.01,Don't know,SC,WH,18,,
892,default,,2,Null,7,2,0,,,,,SC,6,WH,,,0.96,Correct,SC,WH,19,,
892,default,,2,Null,7,1,0,,,,,SC,122,UG,,,0.16,Correct,SC,WH,20,,
892,default,,2,Null,7,0,0,,,,,SC,114,FILL,,,0.74,Correct,SC,WH,21,,
892,default,,2,Null,8,1,0,,,,,SC,5,WH,,,0.99,Correct,SC,WH,22,,
892,default,,2,Null,8,0,0,,,,,SC,113,FILL,,,0.99,Correct,SC,WH,23,,
892,default,,1,correct,8,2,0,,,,,SC,121,UG,,,0,Correct,SC,WH,24,,
587,default,b,,,practice,,,SC,,,0.03,,practice_good,,practice_good,0.68,,,,,0,1,
587,default,d,,,practice,,,SC,0,a,a,,practice_good,,practice_good,0,,,,,0,2,
587,default,,0,correct,1,0,0,,,,,SC,12,CNPC,,,0,Correct,SC,CNPC,1,,
587,default,,0,correct,1,1,0,,,,,SC,120,FILL,,,1,Correct,SC,CNPC,2,,
587,default,,2,Null,1,3,3,,,,,SC,128,UG,,,0,Don't know,SC,CNPC,3,,
587,default,,2,Null,2,0,0,,,,,SC,119,FILL,,,1,Correct,SC,CNPC,4,,
587,default,,2,Null,2,3,3,,,,,SC,127,UG,,,0.02,Don't know,SC,CNPC,5,,
587,default,,0,correct,2,3,3,,,,,SC,11,CNPC,,,1,Don't know,SC,CNPC,6,,
587,default,,2,Null,3,1,0,,,,,SC,118,FILL,,,0.7,Correct,SC,CNPC,7,,
587,default,,2,Null,3,0,0,,,,,SC,126,UG,,,0.07,Correct,SC,CNPC,8,,
587,default,,2,Null,3,0,0,,,,,SC,10,CNPC,,,0.88,Correct,SC,CNPC,9,,
587,default,,2,Null,4,3,3,,,,,SC,117,FILL,,,0.71,Don't know,SC,CNPC,10,,
587,default,,2,Null,4,1,0,,,,,SC,125,UG,,,0.12,Correct,SC,CNPC,11,,
587,default,,0,correct,4,3,3,,,,,SC,9,CNPC,,,0.57,Don't know,SC,CNPC,12,,
587,default,,2,Null,5,2,0,,,,,SC,116,FILL,,,1,Correct,SC,CNPC,13,,
587,default,,2,Null,5,0,1,,,,,SC,8,CNPC,,,1,Incorrect,SC,CNPC,14,,
587,default,,0,correct,5,3,3,,,,,SC,124,UG,,,0.53,Don't know,SC,CNPC,15,,
587,default,,2,Null,6,2,0,,,,,SC,123,UG,,,0.89,Correct,SC,CNPC,16,,
587,default,,2,Null,6,1,0,,,,,SC,115,FILL,,,1,Correct,SC,CNPC,17,,
587,default,,2,Null,6,0,0,,,,,SC,7,CNPC,,,0.74,Correct,SC,CNPC,18,,
587,default,,2,Null,7,2,0,,,,,SC,122,UG,,,0.64,Correct,SC,CNPC,19,,
587,default,,2,Null,7,3,3,,,,,SC,6,CNPC,,,1,Don't know,SC,CNPC,20,,
587,default,,2,Null,7,1,0,,,,,SC,114,FILL,,,1,Correct,SC,CNPC,21,,
587,default,,2,Null,8,2,0,,,,,SC,121,UG,,,0.3,Correct,SC,CNPC,22,,
587,default,,2,Null,8,0,0,,,,,SC,113,FILL,,,1,Correct,SC,CNPC,23,,
587,default,,0,correct,8,1,0,,,,,SC,5,CNPC,,,1,Correct,SC,CNPC,24,,
596,default,b,,,practice,,,NC,,,,,practice_good,,practice_good,0.95,,,,,0,0,
596,default,d,,,practice,,,NC,0,a,,,practice_good,,practice_good,0.05,,,,,0,0,
596,default,,2,Null,1,2,0,,,,,NC,120,FILL,,,0.74,Correct,NC,CNPC,1,,
596,default,,2,Null,1,3,3,,,,,NC,12,CNPC,,,0.39,Don't know,NC,CNPC,2,,
596,default,,2,Null,1,1,0,,,,,NC,128,UG,,,0.08,Correct,NC,CNPC,3,,
596,default,,1,correct,2,0,2,,,,,NC,119,FILL,,,0.72,Incorrect,NC,CNPC,4,,
596,default,,0,correct,2,2,0,,,,,NC,127,UG,,,0.43,Correct,NC,CNPC,5,,
596,default,,2,Null,2,0,0,,,,,NC,11,CNPC,,,0.55,Correct,NC,CNPC,6,,
596,default,,2,Null,3,3,3,,,,,NC,10,CNPC,,,0.41,Don't know,NC,CNPC,7,,
596,default,,2,Null,3,2,0,,,,,NC,118,FILL,,,0.62,Correct,NC,CNPC,8,,
596,default,,2,Null,3,1,0,,,,,NC,126,UG,,,0.31,Correct,NC,CNPC,9,,
596,default,,2,Null,4,2,0,,,,,NC,125,UG,,,0.24,Correct,NC,CNPC,10,,
596,default,,0,correct,4,0,1,,,,,NC,9,CNPC,,,0.39,Incorrect,NC,CNPC,11,,
596,default,,2,Null,4,3,3,,,,,NC,117,FILL,,,0.55,Don't know,NC,CNPC,12,,
596,default,,2,Null,5,1,0,,,,,NC,116,FILL,,,0.49,Correct,NC,CNPC,13,,
596,default,,0,correct,5,3,3,,,,,NC,8,CNPC,,,0.39,Don't know,NC,CNPC,14,,
596,default,,2,Null,5,1,0,,,,,NC,124,UG,,,0.18,Correct,NC,CNPC,15,,
596,default,,1,correct,6,0,0,,,,,NC,7,CNPC,,,0.51,Correct,NC,CNPC,16,,
596,default,,2,Null,6,2,0,,,,,NC,123,UG,,,0.39,Correct,NC,CNPC,17,,
596,default,,2,Null,6,0,0,,,,,NC,115,FILL,,,0.56,Correct,NC,CNPC,18,,
596,default,,2,Null,7,2,0,,,,,NC,122,UG,,,0.41,Correct,NC,CNPC,19,,
596,default,,2,Null,7,1,0,,,,,NC,114,FILL,,,0.68,Correct,NC,CNPC,20,,
596,default,,2,Null,7,1,0,,,,,NC,6,CNPC,,,0.69,Correct,NC,CNPC,21,,
596,default,,2,Null,8,1,0,,,,,NC,113,FILL,,,0.69,Correct,NC,CNPC,22,,
596,default,,2,Null,8,3,3,,,,,NC,5,CNPC,,,0.39,Don't know,NC,CNPC,23,,
596,default,,1,correct,8,3,3,,,,,NC,121,UG,,,0.32,Don't know,NC,CNPC,24,,
928,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,1,,,,,0,0,
928,default,d,,,practice,,,SC,0,a,c,,practice_good,,practice_good,0,,,,,0,7,
928,default,,0,correct,1,0,0,,,,,SC,12,WH,,,0.02,Correct,SC,WH,1,,
928,default,,2,Null,1,2,0,,,,,SC,128,UG,,,0.01,Correct,SC,WH,2,,
928,default,,2,Null,1,0,0,,,,,SC,120,FILL,,,0.74,Correct,SC,WH,3,,
928,default,,2,Null,2,2,2,,,,,SC,11,WH,,,0.01,Incorrect,SC,WH,4,,
928,default,,2,Null,2,0,0,,,,,SC,127,UG,,,0.02,Correct,SC,WH,5,,
928,default,,1,correct,2,0,0,,,,,SC,119,FILL,,,0.84,Correct,SC,WH,6,,
928,default,,2,Null,3,1,0,,,,,SC,118,FILL,,,0.99,Correct,SC,WH,7,,
928,default,,1,correct,3,0,0,,,,,SC,126,UG,,,0.01,Correct,SC,WH,8,,
928,default,,2,Null,3,0,1,,,,,SC,10,WH,,,0.98,Incorrect,SC,WH,9,,
928,default,,2,Null,4,1,0,,,,,SC,9,WH,,,1,Correct,SC,WH,10,,
928,default,,2,Null,4,0,0,,,,,SC,117,FILL,,,0.99,Correct,SC,WH,11,,
928,default,,2,Null,4,0,1,,,,,SC,125,UG,,,0.02,Incorrect,SC,WH,12,,
928,default,,2,Null,5,1,0,,,,,SC,124,UG,,,0.02,Correct,SC,WH,13,,
928,default,,2,Null,5,2,0,,,,,SC,116,FILL,,,0.99,Correct,SC,WH,14,,
928,default,,0,correct,5,1,0,,,,,SC,8,WH,,,0.88,Correct,SC,WH,15,,
928,default,,2,Null,6,2,1,,,,,SC,7,WH,,,0.99,Incorrect,SC,WH,16,,
928,default,,2,Null,6,2,0,,,,,SC,115,FILL,,,0.98,Correct,SC,WH,17,,
928,default,,2,Null,6,0,2,,,,,SC,123,UG,,,0.02,Incorrect,SC,WH,18,,
928,default,,2,Null,7,1,0,,,,,SC,114,FILL,,,1,Correct,SC,WH,19,,
928,default,,2,Null,7,0,0,,,,,SC,122,UG,,,0.02,Correct,SC,WH,20,,
928,default,,0,incorrect,7,1,0,,,,,SC,6,WH,,,0.99,Correct,SC,WH,21,,
928,default,,2,Null,8,2,0,,,,,SC,113,FILL,,,1,Correct,SC,WH,22,,
928,default,,2,Null,8,2,0,,,,,SC,121,UG,,,0.03,Correct,SC,WH,23,,
928,default,,0,correct,8,0,0,,,,,SC,5,WH,,,0.99,Correct,SC,WH,24,,
785,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,1,,,,,0,0,
785,default,d,,,practice,,,SC,0,a,b,,practice_good,,practice_good,0,,,,,0,2,
785,default,,2,Null,1,2,0,,,,,SC,120,FILL,,,1,Correct,SC,CNPC,1,,
785,default,,0,correct,1,3,3,,,,,SC,128,UG,,,0,Don't know,SC,CNPC,2,,
785,default,,2,Null,1,0,1,,,,,SC,12,CNPC,,,0.21,Incorrect,SC,CNPC,3,,
785,default,,0,correct,2,1,2,,,,,SC,11,CNPC,,,0.16,Incorrect,SC,CNPC,4,,
785,default,,0,correct,2,3,3,,,,,SC,127,UG,,,0,Don't know,SC,CNPC,5,,
785,default,,1,correct,2,0,0,,,,,SC,119,FILL,,,0.89,Correct,SC,CNPC,6,,
785,default,,2,Null,3,0,1,,,,,SC,10,CNPC,,,0.61,Incorrect,SC,CNPC,7,,
785,default,,2,Null,3,2,0,,,,,SC,118,FILL,,,1,Correct,SC,CNPC,8,,
785,default,,2,Null,3,3,3,,,,,SC,126,UG,,,0,Don't know,SC,CNPC,9,,
785,default,,2,Null,4,0,0,,,,,SC,117,FILL,,,0.33,Correct,SC,CNPC,10,,
785,default,,2,Null,4,3,3,,,,,SC,125,UG,,,0,Don't know,SC,CNPC,11,,
785,default,,2,Null,4,1,0,,,,,SC,9,CNPC,,,0.66,Correct,SC,CNPC,12,,
785,default,,2,Null,5,2,0,,,,,SC,116,FILL,,,0.37,Correct,SC,CNPC,13,,
785,default,,2,Null,5,2,1,,,,,SC,8,CNPC,,,0.24,Incorrect,SC,CNPC,14,,
785,default,,2,Null,5,3,3,,,,,SC,124,UG,,,0,Don't know,SC,CNPC,15,,
785,default,,2,Null,6,0,0,,,,,SC,115,FILL,,,0.81,Correct,SC,CNPC,16,,
785,default,,0,correct,6,3,3,,,,,SC,123,UG,,,0,Don't know,SC,CNPC,17,,
785,default,,1,correct,6,0,0,,,,,SC,7,CNPC,,,0.61,Correct,SC,CNPC,18,,
785,default,,2,Null,7,3,3,,,,,SC,6,CNPC,,,0.29,Don't know,SC,CNPC,19,,
785,default,,2,Null,7,1,0,,,,,SC,114,FILL,,,0.58,Correct,SC,CNPC,20,,
785,default,,2,Null,7,0,0,,,,,SC,122,UG,,,0,Correct,SC,CNPC,21,,
785,default,,2,Null,8,1,0,,,,,SC,113,FILL,,,0.38,Correct,SC,CNPC,22,,
785,default,,2,Null,8,0,0,,,,,SC,5,CNPC,,,0.27,Correct,SC,CNPC,23,,
785,default,,2,Null,8,3,3,,,,,SC,121,UG,,,0,Don't know,SC,CNPC,24,,
916,default,b,,,practice,,,SC,,,,,practice_good,,practice_good,0.98,,,,,0,0,
916,default,d,,,practice,,,SC,0,a,,,practice_good,,practice_good,0.03,,,,,0,0,
916,default,,0,correct,1,0,0,,,,,SC,120,FILL,,,0.71,Correct,SC,WH,1,,
916,default,,2,Null,1,3,3,,,,,SC,128,UG,,,0.03,Don't know,SC,WH,2,,
916,default,,2,Null,1,3,3,,,,,SC,12,WH,,,0.01,Don't know,SC,WH,3,,
916,default,,2,Null,2,2,0,,,,,SC,127,UG,,,0.02,Correct,SC,WH,4,,
916,default,,0,correct,2,2,0,,,,,SC,11,WH,,,0.02,Correct,SC,WH,5,,
916,default,,2,Null,2,1,0,,,,,SC,119,FILL,,,0.78,Correct,SC,WH,6,,
916,default,,2,Null,3,2,0,,,,,SC,118,FILL,,,0.85,Correct,SC,WH,7,,
916,default,,2,Null,3,3,3,,,,,SC,126,UG,,,0,Don't know,SC,WH,8,,
916,default,,2,Null,3,1,1,,,,,SC,10,WH,,,0.6,Incorrect,SC,WH,9,,
916,default,,0,correct,4,0,1,,,,,SC,9,WH,,,0.02,Incorrect,SC,WH,10,,
916,default,,2,Null,4,0,0,,,,,SC,117,FILL,,,0.62,Correct,SC,WH,11,,
916,default,,2,Null,4,2,0,,,,,SC,125,UG,,,0.01,Correct,SC,WH,12,,
916,default,,2,Null,5,1,1,,,,,SC,8,WH,,,0.04,Incorrect,SC,WH,13,,
916,default,,2,Null,5,0,1,,,,,SC,124,UG,,,0.03,Incorrect,SC,WH,14,,
916,default,,1,correct,5,2,0,,,,,SC,116,FILL,,,0.62,Correct,SC,WH,15,,
916,default,,2,Null,6,2,0,,,,,SC,123,UG,,,0,Correct,SC,WH,16,,
916,default,,2,Null,6,0,0,,,,,SC,7,WH,,,0.07,Correct,SC,WH,17,,
916,default,,2,Null,6,1,0,,,,,SC,115,FILL,,,0.61,Correct,SC,WH,18,,
916,default,,1,correct,7,1,0,,,,,SC,114,FILL,,,0.41,Correct,SC,WH,19,,
916,default,,2,Null,7,3,3,,,,,SC,6,WH,,,0.56,Don't know,SC,WH,20,,
916,default,,1,correct,7,1,0,,,,,SC,122,UG,,,0.03,Correct,SC,WH,21,,
916,default,,2,Null,8,3,3,,,,,SC,121,UG,,,0.03,Don't know,SC,WH,22,,
916,default,,2,Null,8,1,0,,,,,SC,113,FILL,,,0.6,Correct,SC,WH,23,,
916,default,,2,Null,8,1,0,,,,,SC,5,WH,,,0.68,Correct,SC,WH,24,,
908,default,b,,,practice,,,NC,,,,,practice_good,,practice_good,0.92,,,,,0,0,
908,default,d,,,practice,,,NC,0,a,b,,practice_good,,practice_good,0,,,,,0,2,
908,default,,2,Null,1,1,0,,,,,NC,128,UG,,,0,Correct,NC,CNPC,1,,
908,default,,2,Null,1,2,1,,,,,NC,12,CNPC,,,0.04,Incorrect,NC,CNPC,2,,
908,default,,2,Null,1,2,0,,,,,NC,120,FILL,,,0.9,Correct,NC,CNPC,3,,
908,default,,0,correct,2,2,0,,,,,NC,127,UG,,,0,Correct,NC,CNPC,4,,
908,default,,2,Null,2,2,0,,,,,NC,11,CNPC,,,0.08,Correct,NC,CNPC,5,,
908,default,,2,Null,2,2,0,,,,,NC,119,FILL,,,0.78,Correct,NC,CNPC,6,,
908,default,,2,Null,3,0,0,,,,,NC,118,FILL,,,0.92,Correct,NC,CNPC,7,,
908,default,,2,Null,3,2,0,,,,,NC,10,CNPC,,,0.31,Correct,NC,CNPC,8,,
908,default,,1,correct,3,3,3,,,,,NC,126,UG,,,0.01,Don't know,NC,CNPC,9,,
908,default,,2,Null,4,1,0,,,,,NC,9,CNPC,,,0.07,Correct,NC,CNPC,10,,
908,default,,0,correct,4,0,0,,,,,NC,125,UG,,,0.01,Correct,NC,CNPC,11,,
908,default,,1,correct,4,2,1,,,,,NC,117,FILL,,,0.42,Incorrect,NC,CNPC,12,,
908,default,,2,Null,5,3,3,,,,,NC,124,UG,,,0,Don't know,NC,CNPC,13,,
908,default,,0,correct,5,0,0,,,,,NC,8,CNPC,,,0.34,Correct,NC,CNPC,14,,
